attendance_percentage,avg_unit_marks,sir_term_test_avg,school_term_test_avg,homework_completion_rate,behavior_score,final_grade
58.22,65.33,22.91,29.28,86.15,70.36,W
100.0,73.65,70.61,34.32,62.3,64.01,C
59.02,78.28,77.29,66.78,53.44,79.96,C
46.31,91.46,34.04,33.35,72.31,78.06,S
73.91,42.8,82.67,20.91,40.33,73.4,S
56.04,89.45,36.44,92.25,90.7,93.53,B
100.0,66.62,39.74,55.73,58.67,64.36,C
77.26,58.77,44.96,52.6,80.98,89.35,C
50.96,58.94,57.17,31.98,67.61,77.22,S
82.78,66.54,42.38,100.0,86.58,83.29,B
90.07,69.89,85.73,59.25,70.03,84.53,B
98.65,95.24,71.86,69.37,83.92,89.78,A
94.48,60.27,86.36,65.55,83.02,95.73,B
86.21,83.32,52.21,90.96,83.91,76.89,B
91.52,100.0,36.62,40.32,100.0,81.4,B
77.86,62.69,84.17,100.0,56.7,73.55,B
69.74,79.66,84.45,93.66,85.33,100.0,A
66.38,48.31,89.39,60.7,42.48,70.26,C
78.83,52.08,39.71,53.43,48.71,84.53,S
45.84,66.81,70.39,56.01,91.86,54.44,C
64.48,58.4,74.25,62.81,100.0,62.91,C
54.08,100.0,31.38,73.03,50.43,43.96,C
69.38,82.99,35.56,70.67,85.26,55.92,C
71.58,96.54,73.01,52.25,78.31,64.72,B
91.71,87.27,62.42,63.08,50.02,54.72,B
69.35,63.25,81.25,78.29,73.7,92.86,B
60.85,86.55,44.19,85.27,69.73,45.03,B
85.95,81.19,50.87,49.83,66.81,46.12,C
39.53,91.03,43.52,98.82,97.41,98.51,B
65.25,32.83,38.26,48.18,22.54,67.87,W
71.97,39.11,39.19,53.15,77.13,61.64,S
79.38,67.74,60.94,43.66,43.33,100.0,C
84.45,85.11,58.33,54.39,79.81,47.48,C
58.28,49.04,50.91,38.65,76.66,76.22,S
95.89,100.0,34.74,61.24,72.91,74.79,B
58.73,46.66,64.81,37.2,73.19,71.31,S
77.12,45.93,63.15,38.62,73.21,95.09,S
78.91,71.44,76.34,27.12,100.0,59.17,C
88.19,79.94,41.96,80.2,79.96,100.0,B
77.9,62.83,49.7,20.0,63.64,70.86,S
78.93,36.54,55.22,70.68,83.51,47.1,C
85.6,60.07,56.3,20.0,99.87,77.65,S
52.03,72.5,66.89,84.9,63.81,75.18,B
65.36,76.96,44.33,38.35,68.64,56.61,S
99.03,100.0,50.93,27.49,76.73,67.77,C
92.62,49.26,70.89,60.51,56.47,78.6,C
88.18,66.74,61.95,38.8,92.88,90.67,C
68.84,62.51,88.28,33.06,82.09,66.62,C
100.0,66.27,85.21,41.25,45.03,71.49,C
78.94,54.79,75.17,53.38,28.37,83.29,C
61.76,57.77,91.06,97.0,58.49,83.67,B
66.72,59.26,47.88,20.06,71.9,79.32,S
64.93,86.76,51.28,43.98,80.53,51.86,C
88.6,56.96,79.79,86.34,82.8,62.82,B
56.24,36.32,82.06,55.03,58.02,73.02,S
91.21,80.57,68.77,72.03,73.6,79.53,B
78.32,65.0,75.07,65.95,52.39,82.93,C
78.71,77.23,57.92,75.86,68.77,85.86,B
68.15,57.25,72.04,50.7,100.0,83.5,C
75.37,81.4,50.39,78.31,87.9,93.8,B
68.39,40.55,47.8,51.8,100.0,100.0,S
80.17,65.19,53.0,76.14,100.0,100.0,B
92.07,87.47,76.65,56.96,55.27,74.69,B
81.34,35.93,56.94,39.83,90.28,66.75,S
79.92,51.0,91.95,20.58,79.52,55.84,S
67.36,69.12,65.11,63.04,73.03,65.37,C
72.54,65.63,63.91,56.56,84.59,76.4,C
78.02,57.35,38.95,61.39,94.15,81.66,C
62.74,81.29,53.3,73.72,62.62,80.3,C
67.22,55.14,28.67,69.27,77.4,81.4,S
79.13,49.75,79.32,79.84,54.24,82.98,C
88.12,55.6,54.08,69.75,39.79,58.67,C
60.15,29.07,81.7,20.0,76.86,87.18,W
70.6,51.63,64.66,58.04,90.07,35.57,C
61.22,76.23,61.01,74.54,75.24,72.98,B
70.47,100.0,90.7,68.9,71.57,83.07,A
87.4,73.38,44.97,97.26,74.92,100.0,B
77.81,60.09,87.68,64.63,72.67,56.99,B
84.9,55.13,51.04,47.21,78.78,51.97,S
71.84,84.61,35.09,61.8,57.37,68.94,C
99.83,31.99,75.31,47.49,59.45,58.33,S
86.31,61.17,53.65,60.42,66.59,44.99,C
67.64,82.91,29.87,34.02,61.46,64.12,S
74.58,43.14,52.24,56.94,82.98,93.67,S
71.08,100.0,56.32,76.24,100.0,77.09,B
54.4,66.82,47.77,51.96,100.0,56.66,C
79.51,47.45,53.85,74.39,76.36,71.62,C
65.25,71.32,94.15,38.17,100.0,92.99,B
95.54,71.17,83.42,35.81,56.64,86.49,C
79.44,62.03,20.0,48.42,46.52,82.4,S
72.13,52.43,100.0,80.84,91.12,100.0,B
87.03,49.58,42.24,79.23,28.81,73.83,C
42.43,66.98,77.08,64.15,88.76,100.0,C
72.85,100.0,64.25,78.88,57.78,99.29,B
90.63,94.43,61.09,30.38,79.21,49.54,C
69.96,68.82,100.0,65.01,72.79,74.05,B
54.87,66.72,62.06,36.69,46.27,67.78,S
75.97,55.85,38.98,64.36,80.78,76.82,C
66.56,76.9,56.19,31.84,90.72,80.3,C
73.21,33.58,45.1,100.0,39.83,71.23,C
74.75,71.41,30.06,61.83,36.28,76.46,S
65.21,47.68,76.7,52.82,79.47,82.6,C
94.05,40.83,78.38,58.36,62.44,57.76,C
84.1,46.56,70.36,100.0,89.6,95.87,B
64.21,80.25,37.12,52.86,100.0,65.88,C
91.67,85.31,81.49,30.13,80.5,72.65,B
91.33,31.9,67.36,62.98,30.2,61.72,S
47.55,50.47,70.98,62.3,73.39,59.4,S
91.81,64.62,60.67,78.69,50.17,78.43,B
81.35,54.09,73.05,68.5,67.98,73.02,C
82.85,80.77,61.26,82.64,83.17,48.17,B
53.93,88.64,55.06,61.61,92.79,74.9,C
75.56,47.63,67.4,70.9,58.44,61.17,C
100.0,63.14,46.33,73.54,68.98,58.71,C
82.25,47.94,91.53,68.88,64.46,76.64,B
88.55,68.72,100.0,82.99,79.75,60.95,A
72.8,74.58,43.54,86.46,50.52,65.44,C
66.57,79.88,43.9,20.0,91.76,68.33,S
58.97,49.9,94.34,43.55,67.53,68.3,C
56.51,50.15,33.98,79.03,72.02,100.0,S
64.37,47.82,90.68,81.28,77.7,58.29,B
100.0,63.56,51.39,83.15,69.55,57.51,B
75.6,49.37,20.0,38.6,59.45,57.67,W
83.63,49.45,69.57,30.87,88.18,55.85,S
39.88,89.75,42.88,96.65,81.29,86.85,B
90.68,67.25,62.48,86.19,72.23,64.08,B
83.79,22.73,86.39,87.49,93.96,92.4,B
73.74,62.87,35.41,96.46,60.3,80.1,C
78.81,38.19,25.11,58.12,60.92,73.66,S
90.98,69.5,75.17,67.8,63.67,59.97,B
78.97,66.68,78.3,54.68,64.05,71.56,C
61.22,93.94,82.79,31.31,86.08,47.32,C
89.78,51.07,67.2,20.0,46.03,82.03,S
64.49,48.2,87.92,100.0,88.74,58.62,B
100.0,33.77,53.91,59.21,100.0,88.69,C
68.04,46.1,80.04,46.27,74.33,54.45,S
83.54,74.77,35.17,80.7,81.09,86.1,B
69.32,68.58,61.27,54.74,73.41,93.85,C
91.12,41.36,79.71,84.21,66.98,82.63,B
82.41,48.0,52.36,74.52,60.08,89.63,C
94.57,87.87,99.6,56.0,73.54,79.81,A
74.09,75.84,25.78,62.51,42.45,60.56,S
85.99,61.02,73.95,53.14,92.13,71.41,C
45.68,69.51,20.0,26.04,52.34,59.88,W
66.82,44.16,31.88,91.92,56.44,41.54,S
69.59,42.51,42.3,73.63,61.04,57.71,S
81.69,88.0,70.74,20.0,47.7,75.71,C
71.34,58.45,40.34,27.08,100.0,75.41,S
84.63,65.13,60.93,56.63,47.59,52.28,C
80.79,68.76,78.77,74.18,53.83,91.99,B
86.48,78.82,100.0,100.0,83.8,83.48,A
91.22,53.32,48.6,72.82,52.87,83.89,C
77.35,47.88,60.52,86.71,71.65,76.3,C
79.93,74.18,53.38,65.71,49.02,63.01,C
64.93,74.4,63.2,55.04,83.82,80.68,C
70.65,44.3,43.61,25.73,72.81,62.07,W
67.57,62.45,80.88,78.43,68.91,93.98,B
44.81,100.0,73.85,60.26,52.17,68.43,B
84.14,77.64,73.37,41.97,51.4,77.93,C
86.55,65.06,89.63,58.73,69.99,85.06,B
93.29,38.01,37.64,51.11,100.0,71.08,S
73.17,77.37,79.54,61.74,93.29,57.09,B
63.51,88.25,60.22,30.23,43.55,62.84,S
75.03,74.35,53.42,66.47,61.26,93.36,C
100.0,57.15,69.6,66.77,72.77,84.8,B
82.18,55.58,86.33,62.44,62.3,100.0,B
73.26,70.1,63.51,55.14,78.97,62.33,C
83.95,29.83,34.04,98.17,44.88,45.6,S
56.53,99.8,24.16,36.97,40.84,70.89,S
68.46,55.38,97.12,31.62,67.96,80.08,C
60.3,74.73,52.0,66.23,67.84,44.24,C
94.59,100.0,56.46,38.25,100.0,100.0,B
72.47,60.63,58.4,21.16,64.18,100.0,S
72.47,44.2,69.93,43.32,68.67,55.97,S
59.45,79.75,62.32,40.93,72.39,65.89,C
63.24,88.28,75.66,57.53,72.89,74.87,B
82.31,49.01,77.25,65.78,64.74,67.68,C
87.62,61.99,46.02,49.54,85.38,50.84,C
69.67,86.41,56.64,64.0,91.74,88.38,B
68.4,62.39,78.1,78.67,68.24,74.2,B
79.02,92.34,81.35,73.25,48.43,70.88,B
71.67,93.37,55.22,85.58,58.59,67.64,B
82.22,96.36,55.76,20.0,38.72,79.47,C
52.88,47.69,60.25,20.0,62.41,57.53,W
52.51,48.96,38.62,68.33,93.93,69.53,S
66.06,56.72,37.84,29.65,37.09,55.06,W
99.48,51.19,20.0,45.08,38.19,75.89,S
74.27,66.12,59.19,49.8,40.88,73.88,S
90.28,100.0,55.24,55.15,80.01,97.4,B
67.71,78.85,43.54,65.26,89.41,55.64,C
67.12,84.1,72.32,80.79,86.97,69.88,B
100.0,67.74,20.0,51.79,60.62,86.93,S
68.23,86.98,71.16,36.0,67.19,63.37,C
77.77,49.37,61.49,52.01,66.96,100.0,C
69.59,26.31,80.32,80.18,30.42,64.49,S
81.54,75.48,59.91,58.39,51.23,39.0,C
100.0,45.63,63.53,54.51,87.94,76.72,C
77.3,20.0,43.33,74.38,83.09,60.73,S
51.33,67.53,20.0,32.73,100.0,96.68,S
82.31,71.15,21.0,41.71,64.1,64.21,S
69.75,90.98,49.16,50.5,84.79,53.71,C
62.4,50.25,61.11,50.41,63.73,65.03,S
58.94,77.18,53.24,71.62,47.77,65.02,C
71.68,62.44,75.09,48.53,84.93,80.62,C
73.4,45.97,75.14,37.62,69.57,74.19,S
71.89,57.21,43.56,22.43,98.08,67.62,S
73.08,62.32,81.91,100.0,73.2,72.64,B
58.15,36.13,24.52,40.49,28.18,91.18,W
81.35,59.97,82.19,34.43,53.6,45.99,S
86.62,48.79,60.31,80.06,97.42,74.56,B
80.76,46.92,93.67,54.34,71.61,68.9,C
92.99,68.99,75.22,65.79,65.59,88.94,B
80.18,45.78,40.22,61.27,88.15,99.59,C
48.34,65.51,69.79,64.5,90.19,84.83,C
60.22,44.7,66.25,79.79,72.87,51.33,C
59.29,78.83,53.03,60.6,91.31,56.97,C
68.79,54.54,67.11,75.0,40.39,74.92,C
88.04,27.9,58.71,31.25,57.17,37.42,W
95.89,57.88,43.86,65.22,49.15,57.94,C
97.65,100.0,48.16,81.48,77.12,53.79,A
61.08,96.02,31.46,100.0,58.57,98.71,B
70.42,81.0,87.9,88.58,58.31,62.14,B
73.78,38.99,64.79,39.94,91.65,66.45,S
48.87,93.02,63.67,58.64,91.89,88.07,B
63.57,56.0,37.74,25.78,81.57,80.88,W
86.41,90.63,75.49,77.0,28.44,70.4,B
89.47,41.64,61.83,69.43,78.86,80.53,C
83.98,68.61,30.74,69.15,75.69,53.25,C
95.7,75.68,32.39,40.02,58.72,66.53,S
79.4,45.47,82.56,81.01,82.39,75.66,B
89.06,59.48,45.51,84.18,76.35,64.74,C
68.73,50.27,100.0,58.09,73.16,85.82,C
56.77,86.93,47.84,98.26,63.75,90.56,B
37.55,41.5,54.13,20.0,82.02,79.69,W
60.14,64.68,76.13,20.0,44.53,69.97,S
75.36,63.83,77.79,68.5,83.93,54.15,B
77.17,58.86,89.24,61.84,56.62,87.79,C
83.45,48.57,53.03,50.71,94.55,78.05,C
85.9,55.13,66.7,86.67,62.78,76.73,B
54.55,49.69,53.31,34.66,96.44,62.43,S
86.8,68.74,60.62,90.7,24.79,72.06,B
58.79,25.77,36.11,58.38,55.49,88.45,W
71.79,58.51,53.59,55.83,61.63,62.23,S
89.84,52.52,52.33,67.45,76.37,61.6,C
86.32,75.75,63.56,48.51,61.87,71.97,C
56.52,64.21,77.84,77.28,62.38,90.96,B
100.0,58.68,73.83,20.0,44.84,76.37,S
59.9,100.0,71.96,79.25,69.42,59.95,B
67.22,70.09,47.24,72.77,84.23,75.07,C
47.62,99.3,55.75,100.0,83.05,71.85,A
81.72,24.61,80.52,100.0,28.22,70.69,C
73.42,82.5,100.0,66.42,100.0,77.56,A
81.77,71.56,84.41,48.71,86.37,56.54,B
70.73,52.27,61.76,51.05,92.64,61.82,C
49.03,37.85,79.88,36.67,77.96,70.58,S
87.36,60.38,100.0,99.76,63.7,68.22,A
100.0,43.42,58.9,58.49,69.95,48.92,C
82.45,45.59,88.72,25.97,71.19,41.76,S
42.68,48.21,46.04,90.25,69.19,94.39,C
69.3,77.12,45.49,40.54,33.58,80.04,S
78.93,80.55,64.3,100.0,73.52,89.88,A
70.14,46.83,74.35,56.04,86.64,80.29,C
63.1,86.49,42.58,71.76,95.63,69.23,B
92.34,72.95,77.04,39.59,74.29,53.88,C
100.0,24.72,52.9,37.5,83.49,100.0,S
84.82,100.0,32.44,29.37,52.14,76.82,C
59.6,49.97,72.41,30.74,47.34,69.02,S
70.43,85.2,41.99,42.15,81.63,87.02,C
96.43,74.38,62.61,70.65,64.65,70.88,B
48.39,82.87,64.23,75.09,13.68,74.29,C
62.16,95.03,72.28,63.15,61.36,80.96,B
61.08,63.01,48.43,100.0,99.4,90.95,B
52.65,82.28,63.75,84.92,76.45,74.9,B
78.51,28.89,44.65,66.21,92.79,66.74,S
74.39,32.98,89.19,82.5,83.04,81.1,B
98.29,48.9,41.74,81.35,89.89,57.1,C
67.03,98.78,68.23,75.32,46.82,84.85,B
53.71,25.4,74.54,89.56,64.92,66.8,C
100.0,61.1,58.68,95.27,62.93,65.19,B
87.23,50.76,57.11,28.98,73.71,76.02,S
89.52,82.15,71.03,66.67,68.53,84.14,B
58.32,20.0,83.24,72.83,67.46,91.12,S
64.03,50.89,43.12,70.49,38.34,63.5,S
79.35,40.92,46.79,20.0,82.12,64.68,W
58.51,39.1,51.64,23.24,100.0,39.23,W
68.24,67.14,44.49,62.67,54.01,97.95,C
58.22,20.0,34.03,66.5,67.64,86.28,W
82.53,52.27,50.22,49.52,100.0,85.36,C
100.0,81.82,58.73,35.57,74.03,74.09,C
73.6,60.82,20.0,85.74,68.99,53.79,C
82.23,47.88,71.24,77.4,90.39,72.59,B
68.79,52.49,45.55,57.62,65.81,62.62,S
57.84,62.82,51.32,32.89,86.61,100.0,S
89.44,50.6,59.0,91.89,46.53,86.74,C
53.28,98.68,51.39,100.0,100.0,73.4,A
64.21,68.9,56.4,49.17,36.84,67.28,S
58.34,76.03,79.82,74.3,76.85,62.21,B
78.08,80.86,48.28,60.62,67.09,99.94,C
87.77,77.18,25.67,61.8,66.9,72.55,C
51.55,43.24,58.64,82.52,58.19,69.0,C
100.0,59.06,57.42,55.46,43.09,83.58,C
65.21,64.4,68.89,100.0,43.64,87.97,B
88.03,52.24,71.99,94.16,54.7,78.62,B
81.07,75.68,75.39,61.66,80.27,61.33,B
77.46,55.47,35.4,46.8,75.39,81.54,S
55.97,46.25,74.49,69.18,87.74,95.52,C
83.07,56.7,62.3,94.52,100.0,81.95,B
83.03,79.51,60.48,83.6,90.16,80.32,B
70.23,34.59,74.65,62.68,55.24,58.05,S
84.92,32.98,65.99,76.56,81.0,69.14,C
56.26,76.74,84.01,45.4,80.14,98.72,C
80.08,57.06,80.82,41.77,44.04,87.18,C
68.91,58.67,47.46,47.6,98.06,99.94,C
100.0,86.8,69.33,26.49,66.25,100.0,C
68.47,95.28,61.1,20.0,82.81,93.99,C
74.27,89.66,26.64,27.52,74.1,82.16,S
95.35,77.78,36.13,62.69,82.01,46.89,C
74.35,58.29,46.91,68.97,47.01,81.25,C
83.39,86.68,37.53,24.88,75.58,70.71,S
100.0,74.17,61.16,54.2,45.64,83.46,C
73.81,63.43,61.89,62.87,35.21,87.56,C
62.3,62.24,85.72,97.15,35.99,75.45,B
79.09,34.85,76.05,60.56,73.88,61.24,C
81.19,81.76,62.55,46.69,61.28,78.31,C
75.73,83.1,50.39,31.2,77.19,67.84,C
86.76,65.15,73.1,35.69,72.87,64.51,C
56.69,47.78,49.11,85.38,58.58,55.93,C
76.97,65.58,50.16,54.45,89.52,85.06,C
83.76,41.33,100.0,81.13,80.34,57.54,B
89.22,54.98,56.11,21.02,45.17,81.58,S
90.09,78.7,73.02,56.58,61.87,79.33,B
87.32,65.1,84.21,53.27,50.39,74.84,C
76.59,63.36,85.61,75.72,41.38,98.02,B
33.88,100.0,54.25,53.83,68.8,80.78,C
75.0,62.33,86.18,70.44,50.82,86.11,B
82.86,54.09,75.84,54.53,65.57,71.27,C
38.58,54.47,74.26,57.51,44.3,89.47,S
70.52,40.57,100.0,34.83,87.59,63.46,C
77.04,46.96,35.21,69.49,78.11,92.17,C
74.48,100.0,65.37,70.47,42.83,65.79,B
82.8,63.32,63.75,40.04,72.44,76.78,C
57.29,77.85,26.0,62.05,100.0,85.21,C
85.11,47.05,95.38,88.29,53.13,67.88,B
93.82,100.0,34.71,35.92,67.12,42.43,C
75.29,88.71,31.23,60.8,58.36,99.6,C
66.45,95.38,48.05,74.97,75.04,72.93,B
63.14,71.46,51.19,42.83,99.45,83.21,C
84.65,57.17,56.28,52.53,76.74,84.63,C
74.55,49.15,75.21,58.73,41.18,42.97,S
79.47,48.41,68.62,40.94,72.66,69.32,S
100.0,84.01,86.95,58.53,86.45,76.37,A
97.04,63.55,32.05,20.0,100.0,82.18,S
83.16,94.79,26.97,50.11,65.28,86.13,C
64.61,40.97,35.79,83.29,55.15,66.72,S
84.52,51.02,25.9,23.2,68.86,82.46,W
71.97,73.61,27.74,24.0,100.0,93.49,S
86.53,51.81,55.24,57.96,96.29,81.04,C
82.89,61.65,75.85,64.65,70.88,63.85,C
73.3,43.41,59.2,59.96,21.91,71.54,S
57.36,74.97,72.74,48.62,80.98,83.87,C
71.55,95.69,45.5,90.37,65.5,62.35,B
69.73,43.01,75.69,22.74,97.79,60.96,S
87.55,65.48,65.42,45.02,77.06,77.02,C
53.13,45.75,49.18,41.39,95.06,75.11,S
63.32,55.18,49.91,51.66,48.49,62.79,S
86.5,68.71,56.95,58.06,69.09,71.86,C
82.76,73.86,28.56,55.11,39.88,84.53,S
86.51,52.78,57.66,20.0,89.46,85.65,S
92.25,94.73,35.52,77.54,99.59,52.58,B
72.43,57.73,77.11,20.0,100.0,73.31,S
88.74,63.8,69.84,20.0,62.3,87.72,S
79.33,32.26,61.23,39.99,51.89,52.19,S
84.28,87.26,100.0,25.57,85.35,87.5,B
66.29,46.65,38.29,46.4,74.05,95.4,S
91.58,32.69,44.22,86.59,55.38,74.15,C
49.42,88.06,21.75,21.86,91.02,100.0,S
70.64,64.06,78.17,64.37,62.54,67.72,C
51.5,69.66,58.16,48.37,49.96,61.49,S
84.28,82.63,53.46,48.49,52.93,89.05,C
75.46,72.36,67.17,51.23,46.69,60.06,C
91.92,50.49,51.79,33.04,45.68,63.46,S
100.0,78.16,49.46,81.82,66.95,95.32,B
100.0,85.56,61.89,73.38,70.3,47.46,B
65.18,45.97,46.46,97.46,92.44,81.61,C
87.19,27.16,74.56,78.67,25.21,86.48,C
53.64,25.6,86.53,35.84,55.68,89.84,S
70.42,61.4,55.96,65.65,65.47,76.71,C
67.45,72.04,66.28,99.75,62.37,72.24,B
78.58,84.29,38.17,60.28,19.84,70.93,C
91.09,50.48,63.54,46.36,52.81,89.57,C
59.32,70.86,66.17,39.26,73.11,60.98,C
82.83,38.7,53.21,52.44,92.26,77.1,S
89.33,76.09,70.97,50.7,90.42,69.66,B
49.05,60.7,69.07,22.65,52.3,56.54,S
86.8,98.46,55.81,69.69,80.11,98.31,B
65.21,60.6,53.18,59.66,100.0,75.46,C
62.18,41.91,85.05,39.1,83.27,64.8,S
56.0,77.1,47.39,67.36,79.99,83.19,C
70.98,78.72,41.55,20.0,84.14,77.48,S
65.85,35.58,20.0,59.14,100.0,72.92,S
69.58,64.51,100.0,74.54,51.33,75.42,B
79.99,43.87,75.18,40.01,39.78,76.14,S
73.77,64.98,44.71,44.25,92.57,81.62,C
60.65,25.99,41.71,61.46,57.36,64.36,W
66.16,63.55,75.69,57.99,71.24,71.63,C
67.51,82.88,74.85,100.0,82.21,67.52,A
61.43,84.06,43.7,75.81,54.8,80.24,C
59.1,80.6,35.33,64.01,66.04,76.53,C
69.06,56.61,63.1,35.95,49.84,69.62,S
69.04,44.89,78.48,50.64,65.47,55.09,S
100.0,100.0,44.39,84.97,68.16,99.06,A
80.04,67.0,20.0,38.67,70.41,77.98,S
56.78,50.42,71.07,27.57,72.67,93.57,S
80.78,71.71,20.0,39.92,100.0,66.01,S
93.97,52.78,54.44,69.34,72.01,80.72,C
62.72,42.27,42.28,46.29,65.41,90.56,S
76.31,74.69,62.83,33.46,70.35,76.96,C
86.4,43.63,20.0,61.88,77.08,72.31,S
75.42,82.58,50.82,51.87,71.58,56.7,C
72.72,63.73,92.74,51.44,74.0,88.78,B
62.44,92.51,95.28,57.36,59.21,99.41,B
86.93,66.64,88.54,87.06,63.27,78.73,B
83.65,65.57,32.18,37.36,42.83,82.39,S
57.23,68.85,96.64,89.41,33.25,55.82,B
63.35,41.62,26.92,57.76,84.1,89.31,S
67.88,59.56,67.11,55.61,86.21,81.46,C
69.36,27.87,89.98,42.91,77.15,46.25,S
74.83,67.01,62.97,100.0,57.38,87.31,B
82.85,51.43,76.11,54.38,87.5,100.0,C
77.26,59.38,81.03,88.73,52.33,68.21,B
85.13,62.36,40.91,69.9,83.43,69.98,C
75.92,53.47,38.1,47.06,71.48,52.87,S
68.64,66.76,83.89,51.12,45.08,71.86,C
66.5,76.04,53.24,20.0,100.0,77.14,S
76.34,34.17,30.71,55.98,76.72,85.53,S
78.56,41.28,20.0,55.8,59.32,56.06,W
87.42,33.49,72.34,26.98,72.68,89.01,S
69.93,98.8,98.36,63.22,80.83,90.91,A
83.17,73.74,49.52,20.88,42.2,100.0,S
79.84,60.09,85.27,41.51,81.66,76.16,C
81.9,58.27,40.71,39.9,54.32,74.96,S
51.66,40.05,62.71,55.19,73.8,74.32,S
100.0,67.53,52.42,60.22,90.4,74.26,B
85.27,72.92,54.19,60.44,100.0,78.65,B
60.21,58.61,20.0,61.02,96.24,54.88,S
77.25,84.71,81.82,86.16,32.63,82.57,B
52.42,45.03,76.42,61.48,84.53,61.06,C
97.1,78.77,77.79,34.24,93.43,70.26,B
65.83,77.51,71.66,39.37,100.0,100.0,C
84.08,73.61,66.6,23.9,72.26,76.49,C
66.36,58.81,20.0,33.86,88.44,100.0,S
60.85,68.66,81.97,46.56,83.52,74.49,C
92.86,39.35,37.91,64.15,71.92,74.16,S
83.64,46.39,32.61,47.0,62.23,70.74,S
94.04,80.41,70.66,62.88,61.32,62.19,B
57.04,51.11,59.14,32.59,73.39,72.08,S
69.04,88.23,20.0,49.56,22.95,78.58,S
86.43,37.98,35.54,20.64,71.27,69.89,W
70.82,57.64,40.53,82.9,75.45,57.23,C
64.49,47.56,88.12,73.65,67.47,100.0,C
96.78,60.39,51.79,50.03,50.95,100.0,C
59.9,82.37,73.81,51.29,100.0,51.61,C
73.8,55.22,79.21,65.78,35.45,93.59,C
82.28,44.29,53.01,29.4,66.58,77.25,S
69.98,55.99,27.75,65.42,31.51,75.47,S
48.01,66.01,59.88,66.87,87.25,90.71,C
50.85,63.84,100.0,60.62,53.37,73.8,C
69.25,41.47,77.38,70.86,43.31,73.6,C
66.5,32.97,31.7,30.15,68.83,68.13,W
60.61,57.16,74.95,65.85,90.04,71.58,C
99.04,71.96,50.22,60.04,45.04,70.41,C
81.45,77.23,51.8,100.0,66.56,49.82,B
93.2,77.14,64.63,47.77,77.87,99.29,B
78.02,35.6,20.0,66.46,50.28,73.5,W
62.86,47.38,44.69,43.15,85.52,83.6,S
56.88,43.57,67.58,81.16,90.74,59.96,C
89.84,29.47,55.94,68.71,28.42,100.0,S
94.9,77.94,40.7,56.5,85.81,58.16,C
72.29,83.21,30.11,65.31,34.9,60.84,C
67.43,75.27,45.98,60.76,56.26,67.04,C
93.76,42.0,75.18,57.98,58.49,56.74,C
57.81,50.23,57.0,71.28,64.0,71.5,C
73.74,74.54,72.9,27.49,64.36,93.41,C
55.26,66.49,56.58,45.53,100.0,75.55,C
97.67,65.11,69.21,45.3,58.68,81.14,C
81.42,76.96,67.53,28.6,53.87,87.75,C
45.62,70.85,57.76,76.69,78.33,65.04,C
64.36,54.54,71.6,20.0,73.15,61.75,S
77.86,71.89,26.75,53.01,73.11,76.32,S
73.17,40.58,38.63,27.68,81.08,73.27,W
74.22,30.89,59.33,71.94,33.16,66.97,S
51.44,56.59,41.98,66.38,73.38,94.37,S
74.19,71.77,48.85,33.73,86.7,93.65,C
85.58,67.62,40.52,83.12,81.59,100.0,B
57.68,82.25,70.98,50.48,97.28,81.04,C
60.95,62.63,41.02,47.69,84.08,89.84,S
78.32,50.0,67.63,73.91,30.56,76.75,C
72.15,84.07,67.71,68.66,60.36,75.02,B
89.16,63.7,63.49,24.21,68.63,44.82,S
67.26,66.27,75.34,36.02,77.47,97.03,C
65.39,34.06,65.8,31.78,53.62,88.85,W
100.0,44.99,45.25,48.32,59.04,100.0,S
67.04,57.24,92.32,70.69,89.72,61.41,B
67.05,44.21,76.03,84.96,58.0,69.54,C
70.19,34.06,46.52,75.01,52.49,76.39,S
55.38,62.12,48.73,31.12,85.81,87.7,S
60.46,60.68,60.89,20.0,42.06,94.29,S
59.02,90.16,33.09,72.49,63.77,72.44,C
100.0,39.92,71.9,70.18,100.0,58.84,C
65.61,81.32,55.99,47.81,89.15,71.0,C
61.62,79.52,67.51,51.12,62.79,61.28,C
85.88,57.8,44.6,29.72,77.84,67.37,S
44.81,40.93,55.33,53.48,65.13,69.26,S
52.86,47.51,83.68,80.8,81.56,82.34,C
88.57,42.58,60.66,33.35,47.94,80.52,S
89.2,61.12,92.98,62.66,54.46,58.7,B
90.27,67.57,73.52,20.0,74.89,67.32,C
54.09,63.75,81.84,100.0,74.84,64.36,B
63.46,84.26,40.06,71.69,75.87,77.75,C
51.48,57.86,30.84,45.06,88.34,93.47,S
78.21,53.59,91.76,45.16,47.29,85.45,C
81.87,54.15,62.0,67.73,74.07,81.88,C
67.41,75.52,60.35,47.62,65.08,73.53,C
53.32,52.27,61.3,28.28,57.6,100.0,S
58.06,57.32,43.33,55.43,53.7,71.35,S
64.22,86.1,61.63,35.93,86.82,60.63,C
51.54,64.94,98.15,20.0,43.38,86.29,S
65.37,77.24,43.25,61.12,100.0,57.08,C
90.36,78.59,30.22,70.3,71.46,76.37,C
80.05,57.99,61.4,63.31,84.92,52.09,C
94.36,41.89,75.23,59.75,44.38,82.92,C
60.82,86.38,45.78,25.11,100.0,77.72,C
88.01,47.97,22.16,94.85,69.87,82.37,C
84.85,58.29,64.52,93.07,69.35,89.13,B
45.13,87.48,29.56,80.21,77.81,73.56,C
73.51,59.95,43.59,53.47,100.0,94.53,C
